District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive Receptor (within 200m),SMP,
Dadu,Johi,Peer mashaikh,Vegeji raiti,Ghulam Hussain gadehi,26.7155937,67.6503794,,TRDP,
Dadu,Johi,Peer mashaikh,Sarajhri,Allah bachayo panhwar,26.7295499,67.6778197,,TRDP,
Dadu,K N Shah,Fatehpur,Jageer,Jan Muhammad Solangi,27.1129001,67.7382763,,TRDP,
Dadu,K N Shah,Gadhi,Gadhi,Ladho Khan Gadhi,27.1380684,67.7148049,,TRDP,
Dadu,Mehar,Sayed pur,Gull Muhammad wah,Muhammad Qasim Jatio,27.2962367,67.70921,,TRDP,
Dadu,Mehar,Sayed pur,Gull Muhammad wah,Muhammad Qasim Lashari,27.3051789,67.7237426,,TRDP,
Dadu,Mehar,Sayed pur,Gull Muhammad wah,Noor Muhammad machi,27.3017105,67.7246924,,TRDP,
Dadu,Mehar,Sayed pur,Gull Muhammad wah,Sobdar machi,27.2916166,67.7430248,,TRDP,
Dadu,Johi,Johi 2,Qubo Qalandar 2,Faiz Muhammad laghari,26.7489769,67.682429,,TRDP,
Dadu,Johi,Peer mashaik,Siranjhri,Jurio lund,26.7513545,67.6855564,,TRDP,
Dadu,K N Shah,Thalo,Jakhro,Sultan Khan Chaindo,27.1211624,67.7369421,,TRDP,
Dadu,K N Shah,Gadhi,Gadhi,Shadi Dubhi,27.1342561,67.732421,,TRDP,
Dadu,K N Shah,Thalo,Thalo,Thalo,27.1132078,67.7870011,,TRDP,
Dadu,Mehar,Sayed pur,Gull Muhammad wah,Sadallah Chandio,27.2913495,67.7543419,,TRDP,
Dadu,Johi,Peer mashaik,Saranjhri,Budho gopang,26.7360942,67.6996359,,TRDP,
Dadu,Johi,Bahawalpur,Drigh hetheen,imam bux jatoi,26.8264011,67.7308615,,TRDP,
Dadu,Johi,Sawaro,Thulh,Shahak rodnani,26.6191471,67.4771267,,TRDP,
Dadu,K N Shah,Thalo,Jakhro,Rawat Khan Laghari,27.1338146,67.7367222,,TRDP,
Dadu,K N Shah,Gadhi,Gadhi,Long Khan Khoso,27.1359905,67.7144383,,TRDP,
Dadu,K N Shah,Sindhi Butra,Mero Khloro,Tarae,27.1135873,67.8336872,,TRDP,
Dadu,Johi,Sawaro,Thulh,Dhano ji Takri,26.6123079,67.4959604,,TRDP,
Dadu,Johi,Bhawalpur,Dirgh hetheen,Muhammad Salih Brohi,26.7887033,67.6977581,,TRDP,
Dadu,Mehar,Mangwani,Lakhiyari,Muhammad Safar Lakhair,27.140317,67.7568438,,TRDP,
Dadu,Johi ,Kamal Khan ,Sss,Rehee,26.7243342,67.7499249,,TRDP,
Dadu,Johi,Kamal Khan,Darra Machi,Haji Khuda Bux,26.6360336,67.6273532,,TRDP,
Dadu,Johi,Kamal Khan,Abad,Mirza chana,26.615239,67.6266345,,TRDP,
Dadu,Johi,Johi-II,Johi,Khan ji koor,26.6882967,67.6301113,,TRDP,
Dadu,Johi,Kamal Khan,Abad,Raheem chana,26.6188653,67.6206777,,TRDP,
Dadu,Johi,Bhawalpur,Dirgh Hetheen,Allah Dito Panhwer,26.774329,67.7271235,,TRDP,
Dadu,johi,johi 2,johi,ghazi khan jamali,26.7036814,67.6105863,,TRDP,
Dadu,Johi,Sawaro,PAT SULLEMAN NO-1,Chhidi Rustamani,26.7059344,67.4351476,,TRDP,
Dadu,K N Shah,Sindhi Butra,Mero Khloro,Gull Machi,27.1179843,67.8353058,,TRDP,
Dadu,K N Shah,Sindhi Butra,Mero Khloro,Marhi,27.1164967,67.8428691,,TRDP,
Dadu,K N Shah,Sindhi Butra,Serabad,Haji Khbar Gogani,27.1197402,67.838808,,TRDP,
Dadu,Johi,Johi 2,Kor jamak,Wali Muhammad laghari,26.7536174,67.6101035,,TRDP,
Dadu,Johi,Sawaro,SHOLE JAGIR,Fateh Birohi,26.6694498,67.4409689,,TRDP,
Dadu,Johi,Bahawalpur,Dirgh Hetheen,Buttra Panhwer,26.7742413,67.7191643,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,Hussain bux jatoi,26.796217,67.7252784,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,Manjhi Khan Qambrani,26.810163,67.7699811,,TRDP,
Dadu,Dadu,Makhdoom bilawal,Makhdoom bilawal,Farooqabad Qambrani,26.8189394,67.7718041,,TRDP,
Dadu,Dadu,Makhdoom bilawal,Makhdoom bilawal,Makhdoom bilawal,26.8216496,67.7465079,,TRDP,
Dadu,Mehar,Kolachi,Ambar,Ambar,27.1133474,67.9561279,,TRDP,
Dadu,Mehar,Kolachi,Ambar,Gahi Khan janweri,27.1134539,67.956173,,TRDP,
Dadu,Kn shah,Gozo,Rip,Gul bung,27.1004479,67.6559664,,TRDP,
Dadu,Mehar,Kolachi,Ambar,Ghulam Muhammad khoso,27.126878,67.7863085,,TRDP,
Dadu,Mehar,Kolachi,Ambar,Dubi Mirza shah,27.1318311,67.7914597,,TRDP,
Dadu,Mehar,Kolachi,Ambar,Per bux khoso,27.1442897,67.7962073,,TRDP,
Dadu,Mehar,Poracho,Wah gahi,Shams din bulbal,27.2663104,67.8404245,,TRDP,
Dadu,Mehar,Poracho,Poracho,Shanein Jo daro,27.2144793,67.8435749,,TRDP,
Dadu,Mehar,Poracho,Rodhan,Warind ji bhaan,27.2063567,67.8242533,,TRDP,
Dadu,K N Shah,Sindhi Butra,Mero Khloro,Rasheed Saand,27.1183091,67.8391117,,TRDP,
Dadu,K N Shah,Sindhi Butra,Mero Khloro,20,27.1158198,67.8432248,,TRDP,
Dadu,K N Shah,Sindhi Butra,Mari,muhammad khan chandio,27.1219566,67.81651,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,Bhawalpur,26.8182592,67.7117363,,TRDP,
Dadu,Mehar,Khan Jo Goath,Kothi sodhari,Abdu sodhar,27.2244853,67.7027785,,TRDP,
Dadu,Mehar,Khan Jo Goath,Ghunero,Moonji Mallah,27.2186109,67.6959784,,TRDP,
Dadu,Mehar,Khan Jo Goath,Kothi sodhari,Khuhrra village,27.2333809,67.6976706,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,mureed babar,26.798039,67.7121268,,TRDP,
Dadu,Mehar,Khan Jo Goath,Challo,Waryaso,27.1763121,67.6957094,,TRDP,
Dadu,Mehar,Khan Jo Goath,Nath,Hethi Aliwal,27.1807362,67.6704281,,TRDP,
Dadu,Mehar,Khan Jo Goath,Challo,Norang Chandio,27.1789367,67.6811633,,TRDP,
Dadu,Mehar,Khan Jo Goath,Challo,Ghulamo Panhwar,27.170168,67.7052053,,TRDP,
Dadu,johi,Sawaro,Shole jagir,bahawal babar,26.693167,67.4189918,,TRDP,
Dadu,Mehar,Balidai,Balidai,Tharo Depar,27.2795764,67.8377044,,TRDP,
Dadu,Mehar,Poracho,Paperi,Sain dad khoso,27.2172266,67.8710291,NIL,TRDP,
Dadu,Mehar,Poracho,Wah gahi,Shafi Muhammad Jatoi,27.2363951,67.8675052,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,Ghazi khan jamali,26.8291416,67.7255859,,TRDP,
Dadu,Mehar,Khan Jo Goath,Kothi sodhari,Bhano sodhar,27.2341323,67.7249641,,TRDP,
Dadu,Mehar,Khan Jo Goath,Kothi sodhari,Sanwal kartio,27.2384925,67.7184596,,TRDP,
Dadu,Mehar,Khan Jo Goath,Ostalo,Qaim Jatoi,27.2555973,67.6831745,,TRDP,
Dadu,Mehar,Khan Jo Goath,Ostalo,Rustam Khan Brohi,27.2653299,67.6576901,,TRDP,
Dadu,Mehar,Khan Jo Goath,Ghari jageer,Khushhal machhi,27.2509725,67.6559611,,TRDP,
Dadu,Mehar,Khan Jo Goath,Jageer,Mola bux gaincho,27.2926736,67.6518965,,TRDP,
Dadu,Mehar,Khan Jo Goath,Ghari jageer,Gharri jageer,27.2678219,67.6544477,School,TRDP,
Dadu,Mehar,Khan Jo Goath,Gharri jageer,Rasool bux Chandio,27.2677086,67.6516623,,TRDP,
Dadu,Johi,Bhawalpur,Khat,Sher Muhammad jamali,26.8147659,67.6832192,,TRDP,
Dadu,Mehar,Pepari,Pepari,Pepari,27.1949122,67.8635447,,TRDP,
Dadu,Mehar,Poracho,Pepari,Din Muhammad khoso,27.2020751,67.86914,Canal 3.5kn SW,TRDP,
Dadu,Johi,Pir Mashaq,Allah Bachayo,Umar faqeerr,26.7210199,67.670251,,TRDP,
Dadu,Johi,Pir mashaik,Saranjari,Allah bachayo panhwar,26.7285882,67.6805915,no,TRDP,
Dadu,Johi,Johi 2,Jampur panhwarki,Gul Muhammad gadahi,26.7134577,67.6172832,,TRDP,
Dadu,Mehar,Litan,Litan,Qadir bux depar,27.254578,67.734722,lake is availible but it is far away from this settlement,TRDP,
Dadu,Mehar,Syedpur,Syedpur,Mirpur,27.2727416,67.6601218,,TRDP,
Dadu,Johi,Pir Mashaq,Sranjhiri,Allah Bachayo,26.7288036,67.6801617,,TRDP,
Dadu,Mehar,Syedpur,Syedpur,Syedpur,27.2828283,67.6673448,,TRDP,
Dadu,Mehar,Syedpur,Syedpur,Mehar Channa,27.2800654,67.6874356,,TRDP,
Dadu,Mehar,Syedpur,Syedpur,Gul Muhammad Jatio,27.2980255,67.6959857,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,Faiz Muhammad Laghari,26.8318724,67.7057957,,TRDP,
Dadu,Mehar,Kolachi,Ambar,Raham Ali khoso,27.1375638,67.7790511,,TRDP,
Dadu,Johi,Bhawalpur,Bhawalpur,Jhangal Panhwar,26.8263134,67.7185611,,TRDP,
Dadu,Johi,Peer Mashaik,Buthi,Muhammad Salih Solangi,26.7691475,67.6486074,,TRDP,
Dadu,Mehar,Poracho,Poracho,Kareem Bux Khoso,27.2190503,67.8676914,,TRDP,
Dadu,Mehar,Poracho,Poracho,Wahram Jatoi,27.2234616,67.8611122,,TRDP,
Dadu,Mehar,Poracho,Poracho,Dari,27.2095174,67.8781448,,TRDP,
Dadu,Johi,Peer Mashaik,Siranjhri,Allahyarani laghari,26.7494035,67.7033375,,TRDP,
Dadu,Johi,Johi -II,Lal Bux lund,Lal Bux lund,26.7026281,67.6237358,,TRDP,
Dadu,Mehar,Poracho,Pepri,Soomar Kambrani,27.2152057,67.8815174,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Mir wah,Lashkar khan bhurgari,26.8967654,67.4930793,,TRDP,
Dadu,Johi,Pat Gul muhammad,Naichuki,Manjhi lao,26.8447982,67.4949972,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Naichuki,waccho pat Babar,26.8413312,67.5229694,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Naichuki,Jurio Babar,26.8635597,67.5206889,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Naichki,phulo Qambrani,26.8400856,67.4720195,,TRDP,
Dadu,K N Shah,Kandi chuki,Khadhar,Loolja,27.0347754,67.7169945,,TRDP,
Dadu,K n shah,Thalho,Fatih pur,Fatih pur,27.0744054,67.7323536,,TRDP,
Dadu,K n shah,Fatih pur,Fatih pur,Murad chandio,27.071754,67.7268653,,TRDP,
Dadu,K n shah,Fateh Purr,Fateh purr,Machar colony,27.0696027,67.7274927,,TRDP,
Dadu,K n shah,Thalo,Jakhro,Murad khoso,27.1257372,67.7507647,,TRDP,
Dadu,K n shah,Kakar,Dur mohammad Abro,Dur mohammad Abro,26.9307004,67.6959707,,TRDP,
Dadu,K n shah,Kakar,Dur mohammad,Usman Qambrani,26.9353916,67.6792458,,TRDP,
Dadu,Kn shah,Gozo,Kurkut,Jaro khan panhwer,27.0846306,67.6594057,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Hasnani,Karam khan Laghari,26.806711,67.4946433,,TRDP,
Dadu,Johi,Johi 2,Koorjamak,Mazar khan jiskani,26.7479479,67.6488099,,TRDP,
Dadu,Johi,Johi 2,Koorjamak,Noor Muhammad,26.7495728,67.6248619,,TRDP,
Dadu,Johi,Johi 2,Koorjamak,Mohammad Bachal khichi,26.7499737,67.6294485,,TRDP,
Dadu,Mehar,Mangwani,Dadhar,Chali charo,27.1819088,67.7619036,,TRDP,
Dadu,Mehar,Mangwani,Dadhar,Raza Muhammad Rind,27.1991397,67.7574873,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Hero khan,shadan,26.8700239,67.4651002,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Masso Dera,Mirza khan Gajani,26.8102558,67.4749584,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Mureed dero,Mureed dero,26.8297609,67.4423643,,TRDP,
Dadu,Johi,Pat Gul Muhammad,Hero khan,Naban ji wahi,26.8602975,67.4662303,,TRDP,
Dadu,Mehar,Litan,Goongo,Pakhera machi,27.2855533,67.7338133,,TRDP,
Dadu,Johi,Bhawalpur,Drigh hetheen,Timo Panhwer,26.8012625,67.6872434,,TRDP,
Dadu,Johi,Kamal Khan,Dara Machi,Sahib khan solangi,26.6152397,67.6102309,,TRDP,
Dadu,Mehar,Mangwani,Lakhiyari,Qazi ab Rehman,27.1411432,67.7481804,,TRDP,
Dadu,Mehar,Baledai,Kanwajhro,Allah Bux Solangi,27.2530204,67.820738,,TRDP,
Dadu,Johi,Wahi pandhi,Shori jagir,pir bux rustamani,26.7138047,67.3546045,,TRDP,
Dadu,Mehar,Sojhro gorar,Waryaso,Sojhro gorar,27.2696879,67.8961148,,TRDP,
Dadu,Mehar,Balidai,Durrbo,Sultan khan Jatoi,27.3038348,67.7782253,NIL,TRDP,
Dadu,Johi,Wahi pandhi,Shori,gagan,26.7222689,67.348161,,TRDP,
Dadu,Mehar,Khan Jo Goath,Challo,Dato Khan Chandio,27.1742253,67.6883382,school,TRDP,
Dadu,Mehar,Khan Jo Goath,Nath,Ali shair wah,27.1801506,67.6589387,None,TRDP,
Dadu,MeHar,Bali shah,Kothi khokar,Dillo kokhar,27.082619,67.8740926,school,TRDP,
Dadu,Mehar,Litan,Goongo,Ali khan bhugiyo,27.2683225,67.7508597,school,TRDP,
Dadu,Mehar,Poracho,Poracho,Waryam jatoi,27.2214657,67.8617025,mosque,TRDP,
Dadu,Mehar,Poracho,Poracho,Shanhan Jo darro,27.2144061,67.8435691,School,TRDP,
Dadu,Mehar,Bali shah,Kothi kokhar,Zahra machi,27.1190287,67.8963678,School,TRDP,
Dadu,Mehar,Khan Jo Goath,Gunerro,Miani Mallah,27.2301967,67.6769267,Yes,TRDP,
Dadu,Mehar,Khan Jo Goath,Garkan,Garkan,27.2299956,67.6691763,SCHOOL,TRDP,
Dadu,Mehar,Khan Jo Goath,Garkan,Ghulam nabi brohi,27.2274838,67.6651241,school mosque,TRDP,
Dadu,Mehar,Baledai,Bandgahi,Goongo pir,27.2875749,67.7659108,School,TRDP,
Dadu,Mehar,Butt serai,Butt serai,Butt serai,27.1798051,67.8943672,school,TRDP,
Dadu,Mehar,Khan Jo Goath,Ostalo,Haji Khan marfani,27.2559304,67.6711798,Yes,TRDP,
Dadu,Mehar,Qazi Arif,Manjan,Manjan,27.2545618,67.7771848,"School, hospital and canal",TRDP,
Dadu,Mehar,Khan Jo Goath,Ostalo,Qaim Jatoi,27.2559263,67.68291,school,TRDP,
Dadu,Mehar,Litan,Litan,Khuda Bux khaskheli,27.2456033,67.70365,Canal,TRDP,
Dadu,Mehar,Mangwani,Lakhiyari,Sahar,27.154275,67.7455031,School,TRDP,
Dadu,Mehar,Mangwani,Mangwani,Rajbani,27.1591884,67.7235304,Hospital,TRDP,
Dadu,Mehar,Mangwani,Mangwani,Ali Khan ghandi,27.1684355,67.7078617,School,TRDP,
Dadu,Mehar,Mangwani,Mangwani,Khudad chandio,27.1695692,67.7084735,Canal,TRDP,
Dadu,Mehar ,Litan ,Langhano ,Nisar Ahmed khoso ,27.2396137,67.7478865,School ,TRDP,
Dadu,Mehar,Bhothro,Bhothro,Hassanabad,27.2938123,67.9274198,Yes school hospital,TRDP,
Dadu,Mehar,Qazi Arif,Manjan,Allah warayo khoso,27.2540267,67.780795,"Canal, mosue",TRDP,
Dadu,Mehar ,Litan ,Langhano ,Molvi Ghulam Rasool ,27.2395874,67.7478047,School ,TRDP,
Dadu,Mehar,Bhotro,Bhand kandhi,Nawab jo patt,27.2419676,67.9433344,Yes,TRDP,
Dadu,Mehar ,Litan ,Langhano,Dost Ali khoso ,27.2347807,67.7523034,School ,TRDP,
Dadu,Mehar,Sojhro Gorar ,Sojhro Gorar ,Mason jalbani,27.2339767,67.9382383,School,TRDP,
Dadu,Mehar,Sojhro Gorar ,Sojhro Gorar ,Mir khan chandio,27.2277125,67.9038097,School ,TRDP,
Dadu,Mehar ,Mangwani ,Mangwani ,Janwery Mangwani ,27.1546704,67.7319426,School ,TRDP,
Dadu,Mehar,Poracho,Rojhan,Warandan Jo Bhan ,27.2064392,67.824176,School,TRDP,
Dadu,Mehar,Sayedpur,Sayedpur,Garhi,27.3021263,67.6769036,School,TRDP,
Dadu,Mehar,Litan ,Goongo,Pakhera machi,27.2854193,67.732408,Yes,TRDP,
Dadu,Mehar ,Litan ,Langhano ,Shair muhmad khoso,27.2301126,67.7560787,School ,TRDP,
Dadu,Mehar ,Litan,Langhano ,Ashraf sodhar ,27.2327583,67.7683083,School ,TRDP,
Dadu,Mehar ,Charo ,Bisharat ,Kandowah ,27.3082229,67.6551109,School ,TRDP,
Dadu,Mehar ,Sayedpur ,Gul Muhammad wah,Qasim Lashari ,27.3056737,67.7234542,School ,TRDP,
Dadu,Mehar ,Sayedpur ,Hanbar,Mehar Khan channa ,27.2800222,67.6874495,School ,TRDP,
Dadu,Mehar,Naugoth,Naugoth,Naugoth,27.1255101,68.0120717,"School, hospital, institution",TRDP,
Dadu,Mehar,Poracho ,Poracho ,Poracho ,27.2309191,67.8408823,"School, Canal",TRDP,
Dadu,Mehar,Sayedpur,Sayedpur,Sayedpur,27.2819255,67.6679503,School ,TRDP,
Dadu,K n shah,Fateh pur,Fateh pur,Kareem dad lund,27.0785682,67.728953,,TRDP,
Dadu,Mehar ,Qazi arif,Manjan ,Bara Panhwar ,27.2391939,67.7715094,School ,TRDP,
Dadu,Mehar,Litan,Langhano,Sodhari masjid,27.2283983,67.72961,School,TRDP,
Dadu,Johi,Kamal Khan,Abad,Babo chana,26.6135039,67.6314863,No,TRDP,
Dadu,Johi,Kamal Khan,Dara Machi,Khuda Bux solangi,26.6374031,67.6287162,Yes,TRDP,
Dadu,Johi,Kamal Khan,Abad,Raheem chana,26.6189061,67.6195738,Yes ,TRDP,
Dadu,Johi,Kamal Khan,Darra Machi,Wali Muhammad Khaskili,26.6374157,67.628499,100,TRDP,
Dadu,K n shah,Kanday chuki,Shenh werho,Kamal khan solangi,27.0822313,67.6760871,,TRDP,
Dadu,Mehar,Qazi arif,Roni,Sojhro bhand,27.2315123,67.8200398,School,TRDP,
Dadu,Mehar,Baledai ,Baledai ,Tharo Depar,27.280417,67.838357,School,TRDP,
Dadu,Mehar,Baledai ,Kanwajhro ,Darho gorar,27.2462916,67.8332613,School ,TRDP,
Dadu,Mehar ,Khan Jo Goath ,Challo ,Norang Chandio ,27.1800437,67.6791286,School ,TRDP,
Dadu,Mehar ,Khan Jo Goath ,Nath ,Hethi Aliwal ,27.181576,67.6703801,School ,TRDP,
Dadu,Mehar,Poracho ,Poracho ,Hessab Jatoi,27.240479,67.8296528,Canal,TRDP,
Dadu,Mehar,Sojhro Gorar ,Sojhro Gorar ,Sojhro Gorar ,27.2687766,67.8963433,School ,TRDP,
Dadu,Mehar ,Kolachi,Baji Khoso ,Dahot,27.163859,67.7718676,School ,TRDP,
Dadu,Mehar ,Mangwani ,Bachi Raty,Kumb Chandio ,27.1788057,67.7152977,School ,TRDP,
Dadu,Mehar ,Sojhro Gorar ,Sojhro Gorar ,Dur Muhammad Sehol,27.277415,67.8603567,School ,TRDP,
Dadu,Mehar ,Sayedpur ,Gul Muhammad wah ,Sobdar Machi ,27.2915468,67.7431349,Institution ,TRDP,
Dadu,Mehar ,Khan Jo Goath ,Gunerro ,Khan Jo Goath ,27.2320617,67.6867933,School ,TRDP,
Dadu,Mehar ,Gahi mahesar,Gahi mahesar,Sayad Jo goth,27.1942926,67.7997543,Canals,TRDP,
Dadu,Mehar,Sojhro Gorar ,Nasohi,Punhal Khan Chandio ,27.241635,67.9119867,School ,TRDP,
Dadu,Mehar,Shah panjo,Shah panjo,Masoo sahar,27.1323575,67.9630756,"School, canal",TRDP,
Dadu,Mehar ,Charo ,Bisharat ,Muhammad Hassan Chandio ,27.3349049,67.6476573,School ,TRDP,
Dadu,Johi,Johi-II,Johi-II,Khan ji koor ,26.6916806,67.6321257,250,TRDP,
Dadu,K n shah,Butra,Butra,Rashid sandh,27.11855,67.8414891,,TRDP,
Dadu,K n shah,Butra,Butra,Easo khan thebo,27.125353,67.8156683,,TRDP,
Dadu,K.N Shah,Butra,ladhodero,Ladhodero,27.1208907,67.8518049,PPHI,TRDP,
Dadu,Mehar ,Sojhro Gorar ,Nasohi ,Chakar Khan Chandio ,27.2383319,67.9024316,School ,TRDP,
Dadu,Mehar ,Baledai ,Baledai ,Abdul Hameed Tunio,27.2946412,67.7903769,No,TRDP,
Dadu,Mehar,Poracho ,Wah Gahi,Alan Abad Gul Muhammad wah,27.2381506,67.8648752,River,TRDP,
Dadu,Mehar ,Bothro ,Bothro ,Bothro ,27.288371,67.9488986,School.hospital,TRDP,
Dadu,Mehar ,Khan Jo Goath ,Kothi sodhari ,Nandhi kothi ,27.2151977,67.7256902,School ,TRDP,
Dadu,Mehar,Bothro,Bothro,Hassan abad,27.2937416,67.9274115,School,TRDP,
Dadu,Mehar,Khan Jo Goath,Kothi sodhari,Ahmed Khan chabro,27.233702,67.7156174,School,TRDP,
Dadu,Mehar,Mangwani,Bachi Raty,Karam chandio,27.1786325,67.712764,No,TRDP,
Dadu,Johi,Kamal Khan,Darra Machi,Jindu Lund,26.6479705,67.6415524,100,TRDP,
Dadu,K n shah,Mitho babar,Pusio,Shafi abad chana,26.9658158,67.6304732,school,TRDP,
Dadu,K nshah,Mitho babar,Pusio,Bahadur Arain,26.9679121,67.6303344,,TRDP,
Dadu,Mehar,Bali shah,Kothi kokhar,Noor Muhammad Solange,27.0865418,67.9066218,No,TRDP,
Dadu,Mehar,Balishah,Rap nari,100,27.0981256,67.9087263,School,TRDP,
Dadu,Mehar,Balishah,Kothi kokhar,Uras Solange,27.0915531,67.8976257,school,TRDP,
Dadu,Mehar,Bothro,Pat kandi,Manghay ja bhan,27.2546059,67.9482072,School,TRDP,
Dadu,Mehar,Bothro,Bothro,Zakriya,27.3042695,67.9336433,School,TRDP,
Dadu,Mehar,Charo,Sadar aaliwal,Sadhar aaliwal,27.2233784,67.6416313,mosque,TRDP,
Dadu,Mehar,Charo,Charo,Faiz Muhammad Kolachi,27.2173361,67.6188464,School,TRDP,
Dadu,K n shah,Chandan,Mir mohammad,Kur mir mohammad mashori,27.0242169,67.590851,school mosque,TRDP,
Dadu,K n shah,Kandy chuki,Shihan werho,Bero khan Gadhi,27.1004884,67.6712819,school,TRDP,
Dadu,Mehar,Bothro,Kamalpur,Piyar Ali khoso,27.319635,67.8900083,No,TRDP,
Dadu,Mehar,Bothro,Kandhro,Daud kandhro,27.2994134,67.9703155,School,TRDP,
Dadu,Johi,Kamal Khan,Darra Machi,Taj Muhammad,26.6572052,67.6156652,no,TRDP,
Dadu,Johi,Kamal Khan,Darra Machi,Hamal Lund,26.6543965,67.621087,no,TRDP,
Dadu,Mehar,Gahi mahesar,Kinaro kakol,Bagho tevinoo,27.1868324,67.7745966,School,TRDP,
Dadu,Mehar,Fareedabad,Fareedabad,Chhuto meerwani,27.2685001,67.6162018,Government primary school,TRDP,
Dadu,Mehar,Fareedabad,Fareedabad,Allah dino tevno,27.2814928,67.623934,School,TRDP,
Dadu,Mehar,Balishah ,Rap nari ,Fotu machi ,27.1172986,67.9148796,Yes ,TRDP,
Dadu,Mehar ,Balishah ,Rap nari ,Main jo Goth ,27.1340821,67.9300397,Yes ,TRDP,
Dadu,Mehar ,Kolachi ,Laalo ghari,Jhando khan gogani,27.1273701,67.8476475,Yes ,TRDP,
Dadu,Mehar,Balishah ,Rap nari ,Zahra machi ,27.1218001,67.8976637,Yes,TRDP,
Dadu,Mehar,Charo,Charo,Faiz Muhammad Khoso,27.1936944,67.6263981,RBOD canals,TRDP,
Dadu,Mehar ,Sojhro Gorar ,Sihri,Nazeerabad,27.254315,67.912715,School,TRDP,
Dadu,Mehar,Baledai,Durbo,Mehran Gorar,27.2836667,67.7808167,Canal,TRDP,
Dadu,Johi ,Drigh bala ,Noshera,Bazmal khoso ,26.7374017,67.5057407,School Masjid River ,TRDP,
Dadu,Johi ,Bahawalpur ,Bahawalpur ,Bahawalpur ,26.8167437,67.7130729,School Masjid River hospital ,TRDP,
Dadu,Johi ,Drigh bala ,Haji Khan ,Haji Khan ,26.7528912,67.4757371,School Masjid hospital ,TRDP,
Dadu,Johi,Bahawalpur,Bahawalpur,Khandari,26.8157559,67.7076077,River Masjid School ,TRDP,
Dadu,Johi,Bahawalpur,Bahawalpur,Alhando Shaikh,26.810389,67.7095667,River Masjid ,TRDP,
Dadu,Johi,Pir Ma Shak,Laghee,Dodo Panhwar,26.7016832,67.6637971,School Masjid Canal,TRDP,
Dadu,Johi,Pir Ma Shak,Sarndjari,Shabeer Khan Lund,26.7496677,67.6808586,School Masjid River ,TRDP,
Dadu,Johi,Peer Ma Shak,Sarndjari,Umar Faqeer Panhwar,26.7208332,67.6707365,School Masjid River,TRDP,
Dadu,Mehar ,Fareedabad ,Fareedabad ,Mathi akh kadhai ,27.2887315,67.6208868,School ,TRDP,
Dadu,Mehar ,Fareedabad ,Fareedabad ,Bambha Dera,27.2929699,67.615159,,TRDP,
Dadu,Mehar,Fareedabad,Fareedabad,Wali muhammad rind,27.3033416,67.6137632,School ,TRDP,
Dadu,Mehar ,Fareedabad ,Fareedabad ,Ali Bux chandio ,27.3110771,67.6151106,School ,TRDP,
Dadu,Mehar ,Fareedabad ,Fareedabad ,Fareedabad city,27.2744379,67.6250711,,TRDP,
Dadu,Johi ,Phulji,Phulji ,Mirzo Khan Jamali ,26.8989896,67.6765477,Masjid River ,TRDP,
Dadu,Johi ,Phulji ,Phulji ,Phulji ,26.8823403,67.6787897,School Masjid River ,TRDP,
Dadu,Mehar,Balishah ,Rap nari ,Salah jatoi,27.1502262,67.9105901,yes school ,TRDP,
Dadu,Mehar ,Butt serai ,Karro ,Meer wah ,27.2161969,67.9295795,School ,TRDP,
Dadu,Mehar ,Butt serai ,Karro ,Shah meer Brohi ,27.2006272,67.9371557,School ,TRDP,
Dadu,Mehar ,Charo,Mojhar ,Mojhar ,27.3180906,67.4716613,School ,TRDP,
Dadu,Mehar ,Charo,Mojhar ,Dost Muhammad Chandio ,27.289998,67.4874461,School ,TRDP,
Dadu,Mehar,Betto ,Ganja thora,Ganja,27.1662556,67.8463247,School ,TRDP,
Dadu,Johi ,Yar Muhammad ,Bahadani,Sari Moryo Bhatti,26.6418396,67.7149961,School Masjid River ,TRDP,
Dadu,Dadu,Yar Muhammad,Badhani,Ghulam Rasool Khushk,26.6221101,67.6991288,School Masjid River ,TRDP,
Dadu,Dadu ,Yar Muhammad ,Badhani ,Badhani ,26.614063,67.6987296,School Masjid River ,TRDP,
Dadu,Dadu ,Yar Muhammad ,Badhani ,Muhbat Khan jalbani,26.6245236,67.7057357,School Masjid River ,TRDP,
Dadu,Mehar ,Khan Jo goth,Chhalo,Moosa Brohi ,27.1760862,67.702269,,TRDP,
Dadu,Mehar ,Khan Jo goth ,Chhalo ,Kalar,27.1934418,67.6899491,,TRDP,
Ghotki,Khangarh,Bhetoor,Bumbly,Chak siyal,27.8280168,69.3959577,School and mosque,HANDS,
